level,country,salid,cases,cases_per_1M,deaths,deaths_per_10M
L2,BR,10218110,12824,61521,673,32286
L2,BR,10218111,708,24333,36,12373
L2,BR,10218112,4612,47585,252,26000
L2,BR,10218210,26295,54332,1429,29527
L2,BR,10218410,25421,108345,678,28897
L2,BR,10218710,19865,107503,660,35717
L2,BR,10218810,12538,42054,1239,41557
L2,BR,10218910,13349,106609,458,36577
L2,BR,10218912,1835,60685,66,21827
L2,BR,10218913,1764,96557,34,18611
L2,BR,10219010,358161,55301,28103,43391
L2,BR,10219011,20364,42326,695,14445
L2,BR,10219012,21770,24662,1445,16370
L2,BR,10219013,10410,45457,717,31309
L2,BR,10219014,3321,19449,400,23426
L2,BR,10219015,3495,22077,447,28236
L2,BR,10219016,39277,79077,1853,37307
L2,BR,10219017,18034,22333,1628,20161
L2,BR,10219018,5684,39574,171,11906
L2,BR,10219019,48873,47080,2598,25027
L2,BR,10219020,9774,21219,1044,22665
L2,BR,10219021,5100,42805,342,28705
L2,BR,10219022,1035,10364,79,7911
L2,BR,10219023,11686,49768,531,22614
L2,BR,10219024,9029,61612,470,32072
L2,BR,10219025,2217,26746,174,20992
L2,BR,10219026,3344,103124,110,33922
L2,BR,10219110,24510,141625,772,44608
L2,BR,10219210,31844,121096,1024,38940
L2,BR,10219211,15172,84329,567,31515
L2,BR,10219212,6026,62210,349,36029
L2,BR,10219213,2832,118558,70,29305
L2,BR,10219310,23892,82912,548,19017
L2,BR,10219410,72722,83593,2483,28542
L2,BR,10219411,26375,108814,471,19432
L2,BR,10219412,3444,125127,55,19983
L2,BR,10219413,7541,76747,205,20863
L2,BR,10219414,4679,59968,157,20122
L2,BR,10219415,4360,100949,66,15281
L2,BR,10219510,52978,111567,1088,22912
L2,BR,10219610,32660,166005,581,29531
L2,BR,10219710,31370,91493,907,26453
L2,BR,10219711,1227,48338,75,29546
L2,BR,10219810,133842,90626,5022,34004
L2,BR,10219811,20079,97206,714,34566
L2,BR,10219812,13927,110557,407,32309
L2,BR,10219813,40079,117416,1500,43944
L2,BR,10219814,20531,75410,808,29678
L2,BR,10219815,26195,105331,831,33415
L2,BR,10219816,23112,101205,646,28288
L2,BR,10219817,13070,94466,469,33898
L2,BR,10219818,8597,34118,684,27145
L2,BR,10219819,989,186533,24,45266
L2,BR,10219820,9608,149734,247,38493
L2,BR,10219821,1160,102746,20,17715
L2,BR,10219822,4026,133413,65,21540
L2,BR,10219823,4785,126611,123,32546
L2,BR,10219824,5477,117924,132,28421
L2,BR,10219825,10268,122266,345,41081
L2,BR,10219826,3049,138528,61,27715
L2,BR,10219827,857,151066,13,22916
L2,BR,10219828,2739,80564,110,32355
L2,BR,10219829,12026,151156,315,39593
L2,BR,10219830,2359,117726,61,30442
L2,BR,10219831,1272,49488,85,33070
L2,BR,10219832,3137,127138,51,20670
L2,BR,10219910,16937,81484,482,23189
L2,BR,10220010,15750,124919,289,22922
L2,BR,10220110,33135,120009,736,26657
L2,BR,10220210,10608,81820,381,29387
L2,BR,10220310,17949,137627,535,41022
L2,BR,10220410,82214,163530,2429,48315
L2,BR,10220411,3764,155853,76,31469
L2,BR,10220510,84267,262746,1321,41189
L2,BR,10220610,23905,186536,357,27858
L2,BR,10220611,12184,163686,153,20555
L2,BR,10220710,50180,148077,553,16319
L2,BR,10220711,7967,122528,158,24299
L2,BR,10220712,9183,144642,117,18429
L2,BR,10220713,4963,159152,62,19882
L2,BR,10220714,6598,159824,80,19378
L2,BR,10220810,26590,216572,273,22235
L2,BR,10220811,3471,160605,43,19896
L2,BR,10220910,35125,170677,646,31390
L2,BR,10221010,35715,172604,567,27402
L2,BR,10221011,3340,206734,53,32805
L2,BR,10221012,5473,217822,48,19104
L2,BR,10221013,6804,128020,115,21638
L2,BR,10221014,3299,191624,39,22653
L2,BR,10221015,2738,189245,29,20044
L2,BR,10221016,1230,89873,43,31419
L2,BR,10221110,76663,163220,1005,21397
L2,BR,10221111,27451,173927,328,20782
L2,BR,10221112,33530,144332,553,23804
L2,BR,10221113,705,115309,9,14720
L2,BR,10221114,10835,168018,162,25121
L2,BR,10221115,3623,165275,72,32845
L2,BR,10221210,31015,151093,641,31227
L2,BR,10221211,4614,223796,49,23767
L2,BR,10221212,4036,153041,94,35644
L2,BR,10221213,9008,123780,175,24047
L2,BR,10221214,5086,172459,83,28144
L2,BR,10221310,29507,180215,353,21560
L2,BR,10221311,6270,153391,79,19327
L2,BR,10221312,3225,171324,33,17531
L2,BR,10221410,94354,167844,1544,27466
L2,BR,10221411,3476,107102,74,22801
L2,BR,10221510,25660,161659,479,30177
L2,BR,10221610,25044,129925,744,38598
L2,BR,10221710,20373,89943,430,18984
L2,BR,10221711,3699,96830,87,22774
L2,BR,10221810,15206,117970,337,26145
L2,BR,10221910,10261,74795,237,17275
L2,BR,10221911,1969,85519,23,9990
L2,BR,10222010,53896,124194,1846,42538
L2,BR,10222011,12321,97010,417,32833
L2,BR,10222012,20151,64747,1075,34540
L2,BR,10222013,18733,62598,640,21386
L2,BR,10222014,16775,47181,1037,29167
L2,BR,10222015,5387,55984,257,26709
L2,BR,10222016,1474,28080,78,14859
L2,BR,10222017,5952,91253,194,29743
L2,BR,10222110,14306,119973,427,35809
L2,BR,10222210,44604,121539,1018,27739
L2,BR,10222310,14317,120969,488,41233
L2,BR,10222410,13330,95565,262,18783
L2,BR,10222510,16455,102418,449,27946
L2,BR,10222610,91274,78408,3615,31054
L2,BR,10222611,20862,90973,632,27560
L2,BR,10222612,18504,85737,568,26318
L2,BR,10222613,18545,97536,609,32030
L2,BR,10222614,22117,83161,676,25418
L2,BR,10222615,11837,98430,310,25778
L2,BR,10222616,6573,98385,155,23200
L2,BR,10222617,22026,95337,463,20040
L2,BR,10222618,3921,89392,83,18923
L2,BR,10222619,5210,94033,109,19673
L2,BR,10222620,5639,99336,169,29771
L2,BR,10222621,13269,135811,237,24257
L2,BR,10222622,8135,112125,158,21777
L2,BR,10222623,17024,101882,323,19330
L2,BR,10222624,9706,85009,298,26100
L2,BR,10222710,12340,103279,504,42182
L2,BR,10222810,30055,87851,685,20023
L2,BR,10222910,7732,64936,219,18392
L2,BR,10222911,2207,60937,88,24297
L2,BR,10222912,4456,51113,111,12732
L2,BR,10222913,1681,74871,34,15143
L2,BR,10223110,15145,96456,215,13693
L2,BR,10223310,8146,56853,458,31965
L2,BR,10223410,43039,107090,1305,32471
L2,BR,10223411,6735,57761,196,16809
L2,BR,10223412,4871,60250,224,27707
L2,BR,10223413,5457,100818,117,21616
L2,BR,10223510,15971,53878,635,21422
L2,BR,10223511,4079,180831,88,39012
L2,BR,10223610,25620,110431,755,32543
L2,BR,10223710,15720,106767,465,31582
L2,BR,10223711,685,63000,30,27591
L2,BR,10223712,8716,95271,292,31917
L2,BR,10223810,11775,106770,314,28472
L2,BR,10224010,53740,137284,1108,28305
L2,BR,10224110,25994,116987,755,33979
L2,BR,10224111,1858,75369,54,21905
L2,BR,10224210,64739,97158,2497,37474
L2,BR,10224310,11383,56926,480,24004
L2,BR,10224311,3346,135263,59,23851
L2,BR,10224510,21419,88732,425,17606
L2,BR,10224610,3277,200306,69,42176
L2,BR,10224611,7952,137447,226,39063
L2,BR,10224612,1001,114191,22,25097
L2,BR,10224613,81581,184345,2392,54051
L2,BR,10224710,80089,116308,1667,24209
L2,BR,10224711,21426,94579,619,27324
L2,BR,10224712,7797,85529,239,26217
L2,BR,10224810,837663,69993,32738,27355
L2,BR,10224811,28341,108060,1012,38586
L2,BR,10224812,28764,73322,981,25007
L2,BR,10224813,13045,56829,529,23045
L2,BR,10224814,23529,57050,1121,27180
L2,BR,10224815,9197,35132,486,18565
L2,BR,10224816,9344,50590,376,20357
L2,BR,10224817,56878,42934,4197,31681
L2,BR,10224818,7298,43639,407,24337
L2,BR,10224819,10701,47900,593,26544
L2,BR,10224820,16533,46862,831,23554
L2,BR,10224821,6495,54657,259,21796
L2,BR,10224822,25389,56011,1362,30047
L2,BR,10224823,27310,64314,1309,30827
L2,BR,10224824,38462,55353,2213,31849
L2,BR,10224825,6742,59248,328,28825
L2,BR,10224826,7747,64343,294,24418
L2,BR,10224827,12786,101018,321,25361
L2,BR,10224828,56715,79856,2701,38031
L2,BR,10224829,65825,80577,2816,34471
L2,BR,10224830,16673,105510,791,50056
L2,BR,10224831,19847,69570,781,27377
L2,BR,10224832,16968,62342,801,29429
L2,BR,10224833,10288,61150,390,23181
L2,BR,10224834,11050,75812,334,22915
L2,BR,10224835,7079,84337,278,33120
L2,BR,10224836,4351,60596,215,29943
L2,BR,10224837,7826,81703,279,29127
L2,BR,10224838,1973,40845,73,15113
L2,BR,10224839,5347,97346,230,41873
L2,BR,10224840,2233,45834,85,17447
L2,BR,10224910,15479,128831,401,33375
L2,BR,10225010,61882,95954,2178,33772
L2,BR,10225011,9007,76465,409,34722
L2,BR,10225012,2634,84110,62,19798
L2,BR,10225110,5837,50026,375,32139
L2,BR,10225210,23925,79136,671,22194
L2,BR,10225211,10611,66065,262,16312
L2,BR,10225212,2338,52056,30,6680
L2,BR,10225310,118816,187779,2263,35765
L2,BR,10225311,17316,97643,526,29661
L2,BR,10225312,6756,235573,89,31033
L2,BR,10225313,9478,108969,229,26328
L2,BR,10225410,33237,195303,439,25796
L2,BR,10225510,44994,164978,578,21193
L2,BR,10225610,19957,193983,409,39755
L2,BR,10225611,4297,181599,70,29583
L2,BR,10225612,2105,187378,47,41837
L2,BR,10225710,17502,154493,304,26834
L2,BR,10225711,4806,145065,60,18110
L2,BR,10225712,3933,142681,42,15237
L2,BR,10225810,15956,140807,424,37417
L2,BR,10225811,7488,90194,152,18309
L2,BR,10225910,7249,130643,217,39108
L2,BR,10225911,3185,92757,107,31162
L2,BR,10225912,5229,91355,172,30050
L2,BR,10225913,2803,107436,67,25680
L2,BR,10226010,12165,92175,443,33566
L2,BR,10226012,4134,102558,119,29522
L2,BR,BR888,7499394,78740,162734,17086
L2,CL,10310110,26916,110447,554,22733
L2,CL,10310210,27425,136513,491,24440
L2,CL,10310211,14422,115494,210,16817
L2,CL,10310310,37070,95097,647,16598
L2,CL,10310410,16770,92195,436,23970
L2,CL,10310510,13946,78003,176,9844
L2,CL,10310610,14873,66050,254,11280
L2,CL,10310611,14976,61860,255,10533
L2,CL,10310710,30664,103620,698,23587
L2,CL,10310711,3165,61417,59,11449
L2,CL,10310712,11876,68403,272,15667
L2,CL,10310713,10413,71745,180,12402
L2,CL,10310714,29204,89374,644,19709
L2,CL,10310810,7523,78486,162,16901
L2,CL,10310811,4586,82549,133,23940
L2,CL,10310812,1691,83758,17,8420
L2,CL,10310910,7435,76271,156,16003
L2,CL,10310911,1952,94928,35,17021
L2,CL,10310912,1130,106684,29,27379
L2,CL,10311010,40805,105584,601,15551
L2,CL,10311011,16778,105761,524,33031
L2,CL,10311012,7727,88700,201,23073
L2,CL,10311013,13659,96718,506,35829
L2,CL,10311014,19651,100720,518,26550
L2,CL,10311015,16934,115609,326,22256
L2,CL,10311016,9181,92720,262,26460
L2,CL,10311017,13704,160022,448,52313
L2,CL,10311018,9465,101712,292,31379
L2,CL,10311019,39389,101037,1090,27960
L2,CL,10311020,15904,110583,418,29064
L2,CL,10311021,24475,114016,653,30420
L2,CL,10311022,6496,63911,164,16135
L2,CL,10311023,17557,61231,605,21100
L2,CL,10311024,8835,81451,150,13829
L2,CL,10311025,10311,85769,416,34604
L2,CL,10311026,12937,114113,302,26638
L2,CL,10311027,12765,102198,322,25780
L2,CL,10311028,43209,77280,1073,19191
L2,CL,10311029,15688,68377,538,23449
L2,CL,10311030,7259,123715,121,20622
L2,CL,10311031,11896,97048,456,37200
L2,CL,10311032,8335,89243,267,28588
L2,CL,10311033,29384,120033,636,25980
L2,CL,10311034,9062,60116,298,19769
L2,CL,10311035,26364,110802,507,21308
L2,CL,10311036,67764,108327,1414,22604
L2,CL,10311037,20734,92370,361,16082
L2,CL,10311038,14959,128716,354,30460
L2,CL,10311039,17789,104441,551,32350
L2,CL,10311040,22619,147580,476,31057
L2,CL,10311041,32890,108362,758,24974
L2,CL,10311042,12459,118842,344,32813
L2,CL,10311043,14429,125297,381,33085
L2,CL,10311044,10375,103812,358,35821
L2,CL,10311045,4812,54226,118,13297
L2,CL,10311110,23287,99210,462,19683
L2,CL,10311111,3665,67224,47,8621
L2,CL,10311112,1381,89160,33,21305
L2,CL,10311113,2279,66098,37,10731
L2,CL,10311210,19582,82962,366,15506
L2,CL,10311211,4821,83950,51,8881
L2,CL,10311310,18966,129362,353,24077
L2,CL,10311410,22905,99952,401,17499
L2,CL,10311411,9101,89893,148,14618
L2,CL,10311412,14639,124669,240,20439
L2,CL,10311413,10544,95143,172,15520
L2,CL,10311414,2650,100979,41,15623
L2,CL,10311415,5761,121965,108,22864
L2,CL,10311416,5520,105954,84,16123
L2,CL,10311417,13423,96174,189,13542
L2,CL,10311418,16389,91615,282,15764
L2,CL,10311419,5252,94098,76,13617
L2,CL,10311510,18036,99642,246,13591
L2,CL,10311511,2603,76599,18,5297
L2,CL,10311610,23593,119164,240,12122
L2,CL,10311710,29779,101797,359,12272
L2,CL,10311720,8860,96892,104,11373
L2,CL,10311810,19773,115276,215,12534
L2,CL,10311910,18660,118081,311,19680
L2,CL,10312010,29138,115379,358,14176
L2,CL,10312110,24519,189683,393,30403
L2,CL,CL888,482516,80493,8384,13986
L2,CO,10410110,10948,57826,281,14842
L2,CO,10410210,339076,135173,8224,32785
L2,CO,10410211,51158,108060,1049,22158
L2,CO,10410212,26350,113137,569,24431
L2,CO,10410213,39481,144130,702,25627
L2,CO,10410214,7067,98310,141,19615
L2,CO,10410215,6006,93384,109,16948
L2,CO,10410216,10195,191506,189,35502
L2,CO,10410217,12374,155351,218,27369
L2,CO,10410218,3495,61580,89,15681
L2,CO,10410310,180943,147315,5935,48320
L2,CO,10410311,7827,62492,385,30739
L2,CO,10410312,5697,212029,229,85228
L2,CO,10410313,51282,79003,2226,34293
L2,CO,10410314,5913,131129,213,47236
L2,CO,10410410,99696,97276,2021,19719
L2,CO,10410411,3048,41073,49,6603
L2,CO,10410510,23121,118243,355,18155
L2,CO,10410511,1223,81626,14,9344
L2,CO,10410512,142,17043,10,12002
L2,CO,10410513,66,23289,2,7057
L2,CO,10410610,59753,149821,1064,26678
L2,CO,10410611,5650,96613,118,20177
L2,CO,10410710,14524,81390,632,35416
L2,CO,10410810,17504,119725,441,30164
L2,CO,10410910,25447,90093,517,18304
L2,CO,10411010,53976,114054,1376,29075
L2,CO,10411110,9086,78288,233,20076
L2,CO,10411210,41415,91236,1605,35358
L2,CO,10411310,1172902,145148,25681,31781
L2,CO,10411311,9816,125611,217,27769
L2,CO,10411312,11301,129965,250,28751
L2,CO,10411313,41325,77429,1386,25969
L2,CO,10411314,10337,75480,299,21833
L2,CO,10411315,16460,130212,448,35441
L2,CO,10411316,597,49176,20,16474
L2,CO,10411317,11189,189010,151,25508
L2,CO,10411318,17182,129489,315,23739
L2,CO,10411319,2810,108306,44,16959
L2,CO,10411320,1210,79485,21,13795
L2,CO,10411321,9373,116259,216,26792
L2,CO,10411322,2299,82307,50,17901
L2,CO,10411323,1328,46805,31,10926
L2,CO,10411324,4013,119161,81,24052
L2,CO,10411410,43804,126672,1395,40341
L2,CO,10411411,984,29091,28,8278
L2,CO,10411510,16614,59791,394,14179
L2,CO,10411610,54750,109634,1726,34562
L2,CO,10411611,6076,57917,468,44611
L2,CO,10411612,590,18614,60,18929
L2,CO,10411710,47333,93541,1239,24486
L2,CO,10411810,40386,89618,1354,30046
L2,CO,10411910,44690,67439,2358,35583
L2,CO,10411911,5367,68449,268,34180
L2,CO,10411912,4493,48489,297,32052
L2,CO,10412010,34976,116699,1074,35834
L2,CO,10412011,4743,60509,191,24367
L2,CO,10412110,47193,99493,1343,28313
L2,CO,10412111,14539,71693,359,17703
L2,CO,10412112,4604,63386,147,20238
L2,CO,10412210,19443,101469,675,35227
L2,CO,10412310,82122,155388,2511,47512
L2,CO,10412311,25390,95230,1040,39007
L2,CO,10412312,12053,63320,424,22275
L2,CO,10412313,12229,78287,420,26887
L2,CO,10412410,28398,100393,851,30085
L2,CO,10412510,60410,107095,1690,29961
L2,CO,10412610,7874,18938,455,10944
L2,CO,10412710,211315,87316,6624,27371
L2,CO,10412711,2793,33199,137,16285
L2,CO,10412712,6685,53642,205,16450
L2,CO,10412713,5610,45698,241,19631
L2,CO,10412810,8462,63319,371,27761
L2,CO,10412910,17609,57048,926,30000
L2,CO,10413010,11504,53107,544,25113
L2,CO,10413110,14555,128220,401,35325
L2,CO,10413111,2561,81829,84,26840
L2,CO,10413210,10852,102105,406,38200
L2,CO,10413211,533,54886,21,21625
L2,CO,10413212,871,29731,61,20822
L2,CO,10413310,12479,89260,563,40270
L2,CO,10413410,8473,73808,287,25000
L2,CO,10413510,14694,130861,445,39631
L2,CO,10413511,1062,64595,14,8515
L2,CO,CO888,622873,29625,25265,12016
L2,GT,20310110,3570,21836,188,11499
L2,GT,20310210,69861,70259,2339,23523
L2,GT,20310211,3467,42718,63,7762
L2,GT,20310212,4430,44799,68,6877
L2,GT,20310213,2539,21202,122,10188
L2,GT,20310214,3237,19979,92,5678
L2,GT,20310215,12517,21717,439,7617
L2,GT,20310216,20336,40818,666,13368
L2,GT,20310217,2414,48000,30,5965
L2,GT,20310218,3474,25319,75,5466
L2,GT,20310219,3124,12888,100,4126
L2,GT,20310220,4782,24557,131,6727
L2,GT,20310221,1426,22224,23,3585
L2,GT,20310222,1532,55472,37,13397
L2,GT,20310223,1190,26275,29,6403
L2,GT,20310310,11415,70376,349,21517
L2,GT,20310311,702,20886,27,8033
L2,GT,20310312,569,14700,13,3358
L2,GT,20310313,63,1549,2,492
L2,GT,20310314,923,46028,12,5984
L2,GT,GT888,130168,9190,3884,2742
L2,MX,20410110,16504,18792,1750,19926
L2,MX,20410111,615,4857,53,4186
L2,MX,20410112,206,4085,23,4561
L2,MX,20410210,7672,13919,1113,20193
L2,MX,20410310,16812,15551,2875,26594
L2,MX,20410410,13780,6680,3142,15232
L2,MX,20410411,810,6278,100,7750
L2,MX,20410412,1271,8723,211,14482
L2,MX,20410510,13896,55926,578,23262
L2,MX,20410610,4044,14723,462,16820
L2,MX,20410710,3050,11286,428,15837
L2,MX,20410810,11540,12731,1307,14419
L2,MX,20410811,153,7997,13,6795
L2,MX,20410812,93,12419,9,12019
L2,MX,20410910,21589,13485,2759,17233
L2,MX,20411010,1306,9598,196,14404
L2,MX,20411110,1638,11638,273,19397
L2,MX,20411210,1688,16875,224,22393
L2,MX,20411310,475,2028,53,2263
L2,MX,20411410,1399,5128,240,8798
L2,MX,20411510,3481,5805,522,8706
L2,MX,20411511,97,2128,11,2413
L2,MX,20411512,201,1950,40,3881
L2,MX,20411610,3057,20128,350,23045
L2,MX,20411710,6862,34554,689,34695
L2,MX,20411711,353,14060,47,18720
L2,MX,20411712,1454,19675,152,20568
L2,MX,20411810,6055,34997,404,23351
L2,MX,20411811,657,21959,47,15709
L2,MX,20411910,12783,15798,1610,19898
L2,MX,20411911,125,6201,20,9921
L2,MX,20411912,608,5830,88,8439
L2,MX,20412010,16385,24792,1310,19822
L2,MX,20412011,7047,18714,782,20767
L2,MX,20412012,2054,11942,118,6861
L2,MX,20412013,1292,11768,145,13207
L2,MX,20412110,2465,17796,252,18193
L2,MX,20412111,108,5520,24,12267
L2,MX,20412112,163,11034,26,17601
L2,MX,20412113,267,11541,40,17290
L2,MX,20412114,2010,12952,169,10890
L2,MX,20412210,2574,13725,314,16743
L2,MX,20412310,1297,13131,140,14174
L2,MX,20412311,162,8438,33,17188
L2,MX,20412410,16637,29163,959,16810
L2,MX,20412510,13467,20762,1652,25468
L2,MX,20412511,255,3995,39,6110
L2,MX,20412610,5811,24522,418,17639
L2,MX,20412710,1596,15031,232,21850
L2,MX,20412810,9385,20831,820,18201
L2,MX,20412811,1114,13496,132,15992
L2,MX,20412812,855,13570,94,14919
L2,MX,20412813,1456,19426,179,23882
L2,MX,20412814,924,16864,96,17521
L2,MX,20412910,4392,24826,326,18427
L2,MX,20413010,11097,22101,1068,21270
L2,MX,20413110,37623,22850,3492,21208
L2,MX,20413111,3026,17304,359,20529
L2,MX,20413210,1418,31018,54,11812
L2,MX,20413211,1245,31025,44,10965
L2,MX,20413310,6263,26844,556,23830
L2,MX,20413410,2529,23309,283,26083
L2,MX,20413411,1150,13724,128,15276
L2,MX,20413510,7128,21008,1070,31536
L2,MX,20413511,178,18384,47,48543
L2,MX,20413512,3258,23367,374,26824
L2,MX,20413513,209,22878,36,39406
L2,MX,20413514,300,8768,81,23673
L2,MX,20413515,253,12887,87,44316
L2,MX,20413516,685,20285,91,26949
L2,MX,20413610,1774,16750,315,29742
L2,MX,20413611,434,12805,104,30684
L2,MX,20413612,406,12809,88,27763
L2,MX,20413614,976,13351,174,23802
L2,MX,20413615,192,9956,39,20224
L2,MX,20413616,425,13368,81,25478
L2,MX,20413710,1983,14798,395,29476
L2,MX,20413711,266,6382,83,19914
L2,MX,20413712,315,9152,51,14817
L2,MX,20413810,24784,17434,4231,29762
L2,MX,20413811,1107,6107,182,10040
L2,MX,20413812,236,8926,45,17020
L2,MX,20413813,121,10682,15,13242
L2,MX,20413814,3364,7172,481,10254
L2,MX,20413815,4960,6515,848,11138
L2,MX,20413816,4070,7210,581,10293
L2,MX,20413817,13167,8930,1694,11488
L2,MX,20413910,757,7958,162,17031
L2,MX,20413911,187,3795,50,10148
L2,MX,20414010,3177,10469,385,12687
L2,MX,20414011,940,7518,143,11438
L2,MX,20414110,19363,32592,1792,30163
L2,MX,20414111,26699,36598,2032,27854
L2,MX,20414112,1147,9600,131,10964
L2,MX,20414113,401,7056,37,6510
L2,MX,20414114,157,5084,59,19107
L2,MX,20414115,448,6778,71,10743
L2,MX,20414116,4292,9132,740,15745
L2,MX,20414117,125,5587,10,4470
L2,MX,20414118,273,9851,22,7939
L2,MX,20414119,29,3690,2,2545
L2,MX,20414120,15378,39621,1650,42512
L2,MX,20414121,11750,32924,986,27628
L2,MX,20414122,6351,17400,1285,35206
L2,MX,20414123,150,4917,32,10489
L2,MX,20414124,1357,3311,222,5417
L2,MX,20414125,152,6104,24,9638
L2,MX,20414126,4249,7148,784,13189
L2,MX,20414127,3791,9963,640,16820
L2,MX,20414128,155,9003,11,6389
L2,MX,20414129,379,7554,76,15148
L2,MX,20414130,6709,29643,396,17497
L2,MX,20414131,17540,33077,1801,33963
L2,MX,20414132,3197,16143,466,23531
L2,MX,20414133,4490,7506,1012,16918
L2,MX,20414134,20329,11359,3882,21690
L2,MX,20414135,24,2497,4,4161
L2,MX,20414136,36121,33747,3762,35148
L2,MX,20414137,893,7532,114,9616
L2,MX,20414138,221,4901,44,9758
L2,MX,20414139,2960,10091,266,9068
L2,MX,20414140,42,3660,3,2614
L2,MX,20414141,4790,6000,659,8255
L2,MX,20414142,12978,36537,1442,40596
L2,MX,20414143,41226,21994,4722,25191
L2,MX,20414144,162,5429,51,17092
L2,MX,20414145,160,12604,15,11816
L2,MX,20414146,95,3481,13,4764
L2,MX,20414147,9979,41462,455,18905
L2,MX,20414148,2186,7855,455,16351
L2,MX,20414149,554,14604,85,22407
L2,MX,20414150,10912,30878,904,25581
L2,MX,20414151,5425,32795,186,11244
L2,MX,20414152,11385,15943,1607,22504
L2,MX,20414153,232,7377,44,13991
L2,MX,20414154,15171,16443,2486,26944
L2,MX,20414155,3361,8396,559,13965
L2,MX,20414156,104,9713,5,4670
L2,MX,20414157,294,8917,40,12132
L2,MX,20414158,226,8826,21,8202
L2,MX,20414159,25,5606,5,11211
L2,MX,20414160,216,7989,22,8137
L2,MX,20414161,4411,8307,746,14048
L2,MX,20414162,212,14946,4,2820
L2,MX,20414163,264,5845,54,11957
L2,MX,20414164,90,7230,8,6427
L2,MX,20414165,538,5775,109,11701
L2,MX,20414166,673,12540,96,17887
L2,MX,20414167,92,2689,15,4385
L2,MX,20414168,101,5698,12,6770
L2,MX,20414169,484,5759,95,11305
L2,MX,20414170,172,4305,39,9761
L2,MX,20414171,2015,8984,437,19484
L2,MX,20414172,316,7293,57,13155
L2,MX,20414173,2236,27053,359,43434
L2,MX,20414174,13787,31519,668,15271
L2,MX,20414175,671,13650,37,7527
L2,MX,20414176,9672,16631,1570,26996
L2,MX,20414177,27824,43709,1420,22307
L2,MX,20414178,62,4838,11,8583
L2,MX,20414179,1511,9902,247,16187
L2,MX,20414180,5185,8777,1065,18028
L2,MX,20414181,1722,4889,362,10278
L2,MX,20414182,17570,43147,1327,32588
L2,MX,20414183,157,3263,13,2702
L2,MX,20414184,19367,40896,933,19702
L2,MX,20414185,1755,8945,297,15137
L2,MX,20414210,479,5613,102,11953
L2,MX,20414211,124,13403,31,33508
L2,MX,20414212,600,53450,180,160349
L2,MX,20414213,290,7716,57,15165
L2,MX,20414214,51,8032,6,9450
L2,MX,20414215,192,7921,30,12376
L2,MX,20414310,12959,13450,2114,21940
L2,MX,20414311,815,4738,168,9766
L2,MX,20414312,410,8340,82,16681
L2,MX,20414313,125,13281,27,28688
L2,MX,20414314,1455,11563,269,21377
L2,MX,20414315,3107,13271,545,23279
L2,MX,20414316,140,11224,30,24051
L2,MX,20414317,604,8901,147,21662
L2,MX,20414318,444,4516,108,10984
L2,MX,20414319,103,6226,20,12090
L2,MX,20414320,250,17441,54,37673
L2,MX,20414321,870,9855,181,20503
L2,MX,20414322,432,4110,92,8752
L2,MX,20414323,641,8038,128,16050
L2,MX,20414324,596,10789,121,21904
L2,MX,20414325,1493,8340,318,17763
L2,MX,20414410,1466,16178,126,13905
L2,MX,20414412,1825,15492,174,14771
L2,MX,20414510,9945,12533,1270,16005
L2,MX,20414511,228,13097,28,16084
L2,MX,20414512,611,8988,89,13092
L2,MX,20414610,3633,12065,461,15309
L2,MX,20414710,1742,9638,178,9848
L2,MX,20414711,386,5217,32,4325
L2,MX,20414810,1901,10650,276,15462
L2,MX,20414811,103,7060,16,10967
L2,MX,20414812,583,8619,86,12715
L2,MX,20414813,130,7584,31,18085
L2,MX,20414814,541,6051,99,11074
L2,MX,20414815,281,5937,43,9085
L2,MX,20414910,3979,10345,652,16951
L2,MX,20414911,475,4683,85,8380
L2,MX,20414912,106,6540,20,12340
L2,MX,20414913,1691,8141,262,12613
L2,MX,20414914,644,5632,130,11368
L2,MX,20414915,202,4331,28,6003
L2,MX,20414916,323,7467,78,18032
L2,MX,20414917,435,5672,77,10039
L2,MX,20415010,5324,13362,650,16313
L2,MX,20415011,439,8689,58,11480
L2,MX,20415110,32667,29651,3198,29028
L2,MX,20415111,11162,15137,904,12260
L2,MX,20415112,1519,22162,128,18675
L2,MX,20415113,482,62012,46,59181
L2,MX,20415114,4214,36271,215,18506
L2,MX,20415115,6457,14383,614,13676
L2,MX,20415116,597,64479,47,50762
L2,MX,20415117,14146,20151,1455,20727
L2,MX,20415118,4193,12166,268,7776
L2,MX,20415119,745,14377,53,10228
L2,MX,20415120,9501,22927,997,24058
L2,MX,20415121,1550,14341,105,9715
L2,MX,20415122,7144,21687,443,13448
L2,MX,20415123,1260,32360,51,13098
L2,MX,20415210,10876,45320,648,27002
L2,MX,20415211,108,32251,5,14931
L2,MX,20415212,98,41624,1,4247
L2,MX,20415213,177,27284,8,12332
L2,MX,20415214,196,37108,9,17039
L2,MX,20415215,577,46362,48,38568
L2,MX,20415216,266,20455,14,10766
L2,MX,20415217,488,45067,31,28628
L2,MX,20415218,320,25403,15,11908
L2,MX,20415219,395,18242,18,8313
L2,MX,20415220,610,41096,22,14821
L2,MX,20415221,355,28150,18,14273
L2,MX,20415222,2278,27824,157,19176
L2,MX,20415223,1859,45375,89,21723
L2,MX,20415224,286,33486,19,22246
L2,MX,20415225,778,30001,46,17738
